ID ,"How many minutes did you sleep LAST NIGHT - i.e., the night before you took the cognitive tests? ",What was your MEAN number of times you awoke during the night?,What was the STANDARD DEVIATION of the number of times you awoke during the night?,What was your MEAN total minutes of sleep DURING THE NIGHT?,What was the STANDARD DEVIATION of your total minutes of sleep DURING THE NIGHT?,What was your MEAN restfulness rank?,What was the STANDARD DEVIATION of your restfulness rank?,What was your MEAN total MINUTES of active exercise over past 24 hours?,What was the STANDARD DEVIATION of the total MINUTES of active exercise over past 24 hours?,What was your MEAN stress level over the last 24 hours?,What was the STANDARD DEVIATION of your stress level over the last 24 hours?,What was your MEAN amount of caffeine (mg) you ingested in the past 24 hours?,What was the STANDARD DEVIATION of the amount of caffeine (mg) you ingested in the past 24 hours?,How many nights did you take something to help you sleep last week ,What was your mean RT?,What was your median RT?,What was your max RT?,What was your min RT?,What was your mean RT500?,What was your median RT500?,What was your max RT500??,What was your min RT500?,What was your number of lapses (column X)?,What was your mean lapse RT?,What was your cumulative lapse RT ?,What was your count of false starts ?,What was your false start RT?,"Memory Test: What was the total time it took you to complete the first test, in SECONDS? Do NOT record this in minutes and seconds.",Memory test: How many errors did you have on your first test?,"Memory Test: What was the total time it took you to complete the second test, in SECONDS? Do NOT record this in minutes and seconds.",Memory test: How many errors did you have on your second test?,"How rested do you feel right now, on a scale of 1-10, where 1=not rested at all and 10=very well rested? Please note, if you are filling out this survey AFTER your lab has ended, try to answer this based on how rested you felt DURING lab.",What was your MEAN total minutes of sleep DURING THE NIGHT?,Memory Test 1: Herustic score,Memory Test 2: Herustic score
400,480,0.286,0.4565,535.357,93.4258,6.786,1.1605,28.9285,19.4635,6.1425,1.5965,0,0,0,309.9642,303.25,517,255.5,307.8922,303,408,255.5,0.5,NA,NA,0.5,0.625,90.5,0,84,0,7,464.643,90.5,84
401,380,0.286,0.4565,550,179.0905,5.357,2.878,26.0715,19.879,7.4285,2.9665,0,0,0,400.3487952,369.5,828,283.5,371.1675676,359.5,492.5,283.5,10,114.9833334,1126,0,0,115.6,0,102.22,0,4,536.9285,115.6,102.22
402,510,1,1.055,488.214,46.791,5.643,1.142,18.5715,6.312,4.5715,1.433,146.6425,70.8065,0,386.63125,365.25,1465.5,300,367.4595,364.5,485,300,2,691.25,1338.5,1.5,1.875,134.5,0,119,0.5,6.5,488.214,134.5,121.5
403,472.5,1,0.6965,478.2145,101.306,5.857,1.4725,38.5715,24.178,5.9285,2.274,0,0,5.5,369.409647,349,793.5,291,356.65835,345.75,494,291,3.5,142.7,561.5,2.5,3.012048,123.5,0,112.5,0,2,461.0715,123.5,112.5
404,475,0.7855,1.067,445.714,96.7755,6.5715,1.198,97.143,100.56,7.1425,1.9815,169.2145,64.0965,0,197.3105,335,473.5,267.5,197.3105,335,473.5,267.5,0,NA,NA,0,0,133.5,0,122.5,0,6.5,437.143,133.5,122.5
405,412.5,1.214,0.6125,521.7855,118.9485,8.4285,1.0205,49.4285,25.1955,7.5,1.366,204.2145,129.004,0,339.7553753,321.5,692,267,332.06155,321.25,486.5,267,1.5,NA,NA,0.5,0.6329115,112.5,0,108.5,0,8,498.2145,112.5,108.5
406,405,1.214,0.756,508.9285,60.0395,5.7145,1.5135,152.1425,79.1425,6,1.439,0,0,0,310.346175,300.5,432,263,310.346175,300.5,432,263,0,NA,NA,5,6.410128,116.5,0,120.5,0,3,499.286,116.5,120.5
407,410,0.357,0.756,495.357,100.9165,5.4285,2.1215,42.5,21.6005,4.9285,2.412,0,0,3,358.0708761,336,739,260,345.2643433,333,495,260,4,107.125,428.5,3.5,4.246616094,123.24,0,113.795,0,5.5,488.2145,123.24,113.795
408,450,0.286,0.488,490,81.542,7.143,1.5845,42.8575,15.16,6.643,1.612,39.429,54.289,0,601.5598,364.75,12091.5,289,364.64595,357.25,487,289,8,1982.69835,17630,4,5.0553795,132.75,0,114.885,0,5.5,482.143,132.75,114.885
409,525,0,0,576.4285,60.1015,7,1.096,23.571,22.678,5.214,1.309,10,17.692,0,459.7472384,444,1092,316.5,400.9764165,391.5,499,316.5,24,111.6261343,2529,0.5,0.581395349,142.5,0,142,0,4.5,576.4285,142.5,142
410,492.071,0.7855,0.828,497.071,31.2565,7.714,0.7385,85.7145,19.759,3.2855,1.044,3.2145,8.504,0,365.4,316,1281.5,201.5,157.8795,319.35,487.5,201.5,6.5,190.915,2274.5,8,10.1,154.38,0,127.625,0,8,476.7855,154.38,127.625
411,405,0.786,0.677,495.7145,63.3555,4.7145,0.6645,17.1425,10.979,4.7145,0.556,107.4285,39.072,0,402.24835,389.75,811,315.5,387.29135,386,471.5,315.5,5,150.333335,650,0,0,146,0,148.5,0,6,481.7855,146,148.5
412,495,0.3575,0.6375,510.7145,67.8095,6.5,0.8795,45,13.6235,6.2145,1.164,120,112.25,1,475.02685,442.75,1605,305,406.0037,412.5,500,305,15.2431235,161.883095,3434,1.5,1.875,126,0,121.5,0,6.5,503.5715,126,121.5
413,412.5,0.857,0.534,453.2145,62.5505,6.2855,0.9255,40.7145,17.4715,6.357,1.42,240,52.7855,0,364.065,349.5,671,297.5,353.775,346.25,485,297.5,3.5,101.45,299.5,0,0,129.5,1.5,130.5,2.5,6.5,447.866,137,143
414,407.5,0.5715,0.5345,424.7855,48.5195,5.9285,0.9425,23.544,17.402,7.643,1.3935,259.643,105.486,0,346.6308849,334.25,522.5,269.5,344.2356105,334,496.5,269.5,1,NA,NA,3.5,4.548780488,158.42,0,140,0,5.5,423,158.42,140
415,435,1.143,1.4665,551.4285,102.6105,6.4285,1.6035,57.857,33.3545,6.286,1.585,300,208.8745,5,336.95955,323.5,675.5,265,327.84455,322,447,265,3,NA,NA,0,0,141,2,121,0,6.5,503.4285,151,121
416,390,0,0,410.357,84.7295,3.7145,1.1125,45,0,5.0715,1.3365,0,0,0,384.3608737,365,862.5,288.5,364.4623796,360,485,288.5,6,132.6285715,778,1.5,1.875593542,128.5,0,140.15,0.5,5,410.357,128.5,142.65
417,468,0.2145,0.3935,459.143,44.678,5.8575,0.732,11.4285,14.94,7,1.3725,128.5,39.931,0.5,371.1035885,351,684.5,275.5,351.3133979,338.5,488.5,275.5,7,NA,NA,1.5,1.759181385,122,0,123.5,0,5,459.143,122,123.5
418,505,2.714,2.5505,514.643,52.3115,5.3575,2.0035,49.5235,19.918,5.5715,2.7,75,64.3955,3,467.8775317,418.75,2472,315.5,406.2595771,406.5,490.5,315.5,16,241.3,3393,1,1.257911393,121.1,0,120.34,1,6.5,514.643,121.1,125.34
419,362.5,0.5,1.055,9.7145,22.3735,5.2145,2.07,48.287,27.2825,5.4285,1.504,369.357,167.464,4,335.93132,328.25,527,215.5,333.61875,328,459.5,215.5,1,27,27,1,1.1627905,134.71,0,127.92,0,3.5,391.5715,134.71,127.92
420,455,2.786,1.622,540.357,105.9685,3.643,2.0815,37.714,11.962,4.3575,2.3885,209.857,66.8955,0,417.2866,388.75,1291,308.5,384.8674,377.5,492,308.5,10,155.71975,1537.5,1,1.25,156.345,0,151.55,0,7.5,509.286,156.345,151.55
421,550,2.857,1.6425,608.643,50.176,4.714,1.793,32.1425,19.72,7.5715,1.3815,93.571,103.8265,0.5,411.4443898,383,1097,272,376.7812373,372,487.5,272,10,158.625,1650.5,1.5,1.807228916,140,0,123,0,5,592.571,140,123
422,411,0,0,454.786,24.3235,6.4285,0.732,102.857,45.356,5.369,1.9395,35.714,57.0305,0,413.42745,385,1503.5,303,379.4949,375,471.5,303,7,283.2121,1950,1.5,1.898734,168.5,0,152,0,4,454.786,168.5,152
423,491,1.786,1.6535,484.4285,65.2235,6.7855,1.2825,64.7145,26.626,6.214,2.1325,0,0,0,319.5636,312.5,476,264.5,318.39145,311.5,450.5,264.5,0.5,NA,NA,0.5,0.6329115,112.455,0,110.935,0,5.5,484.4285,112.455,110.935
424,490,0.5705,0.5325,471.7855,51.0525,8.357,1.543,17.1415,19.817,5.928,1.28,37.5,47.905,0,369.035,349.5,687.5,288.5,355.335,343.5,486.5,288.5,4.5,99,500.5,1.5,1.865,150.5,0,139.5,0,6.5,471.782,150.5,139.5
425,480,3.357,1.001,458.571,47.694,1.643,0.5565,75,48.0055,8,0.764,203.5715,40.488,0,324.1487572,317.75,485.5,266,322.9275868,317.5,439.5,266,0,NA,NA,3.5,4.138655286,123.26,0,115.76,0,3,458.571,123.26,115.76
426,505,0.9285,0.95,534.786,60.4825,7.0715,1.3365,78.2145,40.0475,3.286,1.814,151.429,176.2785,2.5,367.6239,357,619,277,362.4281,356.25,483,277,2,68,136,0.5,0.6410255,118.095,0,111.925,0,5,528.3575,118.095,111.925
427,490.5,1.857,1.1825,486,45.944,6,2.255,39.857,44.474,6.5,33.5475,45,90.9215,0,373.3465,368.5,598.5,318.5,371.1535,368.5,467.5,318.5,0.5,NA,NA,1.5,1.883323,136.57,0,130.94,0,5,486,136.57,130.94
428,510,1.9285,1.315,530,57.0515,7.357,1.2435,58.2145,33.298,8,1.438,171.0715,58.8705,0,382.1563272,368.75,537,282.5,376.24225,364.25,487,282.5,3.5,21.5,101.5,1,1.242283951,118.245,0,96.295,0,6.5,530,118.245,96.295
429,420,0.2145,0.433,412.8575,62.6205,6.9365,1.255,63.571,18.8335,6.9285,1.3885,106.4285,72.789,0,379.2105132,360,767,282,365.2083167,356.5,490,282,4,131.25,525,2,2.631578947,116,0,114.5,0,4.5,398.5715,116,114.5
430,480,0.357,0.5825,460.357,108.7525,5.5715,2.658,29.286,25.9775,6.357,2.3695,67,61.999,1,384.02545,359.75,1079,292,365.5898,355.5,498,292,5,42.630285,823,0.5,0.633,127.5,0,116,0,7.5,427.5,127.5,116
431,455,1.357,0.8835,522.8575,83.5615,6.0715,1.5345,44.286,5.4825,7.0715,1.8505,195,45.9005,3,438.9615385,399.5,1743,301,350.0367647,381,437.5,301,13.5,167.725,2314,3.5,4.439102564,136,0,141.5,0,4.5,522.8575,136,141.5
432,411,0.571,1.134,395.7145,56.6745,6.857,1.3395,38.5715,33.4005,4.786,2.598,164.286,117.465,1.5,396.78,390.75,595.5,301.5,390.6597,388.5,497,301.5,3,55.875,162.5,3.5,4.471154,142,0.5,133,0,4.5,349.4285,144.5,133
433,435,0.0715,0.189,464.9985,26.4385,7.7135,0.5825,60,0,4.428,0.732,0,0,0,351.4519,342.5,606.5,269,343.0046,339.5,484.5,269,3,69.331665,NA,164,0,143.5,0,133.5,0,6,464.9985,143.5,133.5
434,447.5,0.5,1.126,446.4285,100.972,5.1425,2.4195,62.857,23.2635,6.8575,2.1015,62.143,116.306,0,388.115,167.001158,742,284,367.68905,357.5,489.5,284,7,75.154,899,2.5,3.0795,102,0,100,0,5,419.643,102,100
435,532.5,2.2145,1.164,551.786,101.1755,6.424,1.2995,61.071,28.696,3.714,1.38,128.5,98.984,30.8745,347.99125,343.25,893,265,333.17,330.5,424,265,6.705,120.2815,756.5,1,1,35243.5,1,352346.5,0,5,551.786,35248.5,352346.5
436,540,2.5,1.3585,519.6425,59.9705,5.9285,2.138,75,29.841,7.6425,1.263,240.2855,103.769,5.5,343.3705,321.75,1108.5,196,327.01235,319.75,498,196,2.5,238,916,0.5,0.60975,178.855,0,170.365,0,5,506.786,178.855,170.365
437,420,0,0,426.7855,78.4045,5.4285,1.704,27.5,23.679,5.7855,2.117,126.4285,80.201,6,356.31875,342.5,866.5,272.5,341.7028,338.25,447.5,272.5,4,NA,NA,1.5,1.875,131,2,122.5,0.5,4,416.071,141,125
438,450,1.4285,0.6375,490.7145,282.3595,7.3575,1.178,47.857,69.838,8.5,0.7235,172.857,65.3225,1,395.0422,390.75,536.5,312,389.8199,388.5,474,312,3,25,86.5,0,0,104.5,0,95,0,7,498.5715,104.5,95
439,457.5,0.5,0.9605,445.714,53.3855,6.714,1.438,62.143,17.0295,5.9285,1.302,195,48.31,0,360.9345238,349.75,578,251,353.8010671,348,476,251,3,62.625,173.5,2,2.380952381,97.675,0,101.385,0,5,443.5715,97.675,101.385
440,622.5,1.1665,0.7885,623.5,71.3045,6.7855,1.463,79.286,40.1495,5.643,2.11,200.7145,1.89,6.5,368.1393766,347.75,1061.5,294.5,349.6562987,344.5,449.5,294.5,4,229.1,871.5,4,5.056979852,123.5,0,137.8,0,5.5,583.143,123.5,137.8
441,435,0.9285,1.8855,436.0715,54.9555,6.357,0.9785,54.2855,23.786,5.4285,1.3555,10.714,15.3375,0,390.78,343,2075.5,288.5,350.15,341,494.5,288.5,6.5,460.775,2477.5,0,0,109.015,0,102.715,0,5,436.0715,109.015,102.715
442,540,0.286,0.4565,544.286,35.3405,7.5,1.055,40.444,7.319,6.714,0.5825,15,39.6865,0,357.4941779,348,633,284.5,353.2269752,347.5,468,284.5,1.5,71.25,133.5,0.5,0.568181818,143,0,136.5,0,8,544.286,143,136.5
443,397.5,3.143,2.964,476.4285,123.929,6.2145,1.8315,52.143,22.931,6.202,1.2205,28.214,35.486,0,346.9779412,333.75,761,287,340.4420732,333.5,435,287,1.5,NA,NA,1,1.246130031,138.18,0,115.5,0,4.5,425,138.18,115.5
444,473.5,0.4285,1,450.8855,48.342,6.286,1.423,29.643,11.443,6.578,1.443,177.5,50.882,2,391.11,383.75,647,279.5,385.4017,383,491.5,279.5,2.5,78.5,187.5,0.5,0.6024,139,0,134.95,0,3.5,450.8855,139,134.95
445,540,2.5715,1.788,274.643,48.4965,6.4285,1.383,13.143,16.174,6.4285,1.115,24.643,31.481,4,372.7918119,361.75,644,291,363.238604,359.75,496,291,3.5,88.375,315,0,0,123.711,0,121.575,0,6,490.714,123.711,121.575
446,420,0,0,0,0,4.072,1.2245,111.429,26.123,6.2855,1.7395,142.286,85.4605,0,355.9104,330.75,1309,92,330.4946,325.25,434,92,4,159.207107,1376,4.5,5.6024095,136.5,0,189.5,0,4,472.5,136.5,189.5
447,585,0.857,0.802,603.4285,116.739,6.5715,1.2945,60,0,5,0,17.7855,22.1825,0,354.13335,339.5,1038,277.5,340.4817,337.25,451.5,277.5,3,454.8,650,1,1.265823,146,0,129,1,6,594.857,146,134
448,397.5,0.0715,0.189,412.143,94.9635,5.7145,1.8765,47.5,27.724,6.5,2.572,21.786,34.6405,0.5,323.795,312.25,455.5,263,323.795,312.25,455.5,289,0,NA,NA,0.5,0.625,109,0,101.5,0,3,412.143,109,101.5
449,405,0.642857143,0.7175,472.1428572,81.67388913,5.214428572,1.2245,2.928785715,4.943,5.5715,1.995592709,23.14285715,29.9523431,0,388.305199,367.75,883,297.5,363.0791246,357.75,458,297.5,5.5,162.6,1261.5,1,1.315789474,55.795,0,50.745,0.5,6,470.7140715,55.795,53.245
450,487.5,0.0715,0.189,465,46.559,5.5,0.9855,56.7855,24.5845,4.643,1.19,82.5,104.476,0,363.64325,360,507.5,287,362.5276,359.75,455,287,0.5,NA,NA,0,0,108,0,103,0,6.5,465,108,103
451,437.5,0.7855,0.972,219.5555,64.4475,7.3495,1.216,45.3575,18.315,5.857,2.4525,15,39.6865,0,341.83735,333.5,536,269,290.2846,333.5,457.5,269,0.5,NA,NA,2,2.4096385,127,0,140,0,5,448.5715,127,140
452,400,1.857,1.21,460.357,74.0715,5.643,2.0525,34.286,21.9995,3.214,0.8435,0,0,2,350.98495,340,525.5,273.5,348.8693,338.5,480.5,273.5,1,25.5,25.5,0,0,122.5,0.5,124.5,0,6,445.714,125,124.5
453,427.5,1.0715,1.507,460.7145,78.3695,5.5,1.9685,25.714,30.013,5.286,2.684,28.143,43.1925,1,351.037,160.7513585,604.5,286,347.0388,338.5,486,286,1.5,59.5,117,0,0,113.365,0,106.25,0,3.5,460.7145,113.365,106.25
454,457.5,0,0,469.2855,38.59,6.1425,1.797,9.643,19.483,6.786,1.6425,0,0,3,338.0113789,332.5,502.5,271,332.8605852,330.5,433.5,271,2,NA,NA,1,1.219693589,133,0,120.9,0,5.5,469.2855,133,120.9
455,480,0,0,438.214,62.191,6.714,2.156,32.143,20.4325,5.143,2.4315,7.5,14.4835,0,370.5697675,355,783.5,292,360.118124,353.5,468.5,292,2.5,200,488,2.5,3.085867621,138.5,0.5,136,0,7.5,438.214,141,136
456,462.5,0.7855,0.8015,481.7855,41.109,7.143,1.0505,162.8575,27.7765,6.714,1.464,212.857,7.5595,0.5,397.6172185,386.25,809,319,388.7222,385,488.5,319,2.5,221.625,417,0,0,115,0,109.5,0,6,481.7855,115,109.5
457,375,0.5715,0.7785,447.8575,65.366,6.4285,0.95,77.357,25.548,7.286,1.927,281.4285,124.7455,2.5,375.8928,346.25,1415,262.5,349.1425,344.25,477,262.5,2,630.3335,1788,3,3.820128,134.5,0,130,0,6.5,469.286,134.5,130
458,300,0,0,440.3575,90.809,7.214,1.299,32.5,13.605,7.4285,1.115,23.5715,25.323,0,384.2313537,356.5,705,305,372.7179244,355,499,305,4,108.75,435,2,2.439012195,134,0,116.5,0,7,391.0715,134,116.5
459,525,1,0.9855,522.857,43.174,4.571,1.3345,58.5715,18.765,5.214,1.6535,307.5,121.937,1,359.7146,336.75,580,278.5,353.9577,336,477,278.5,2,NA,NA,1,1.219512,166.54,0,152.35,0,3.5,522.857,166.54,152.35
460,356,1.643,0.8995,368.143,43.7395,97.5,15.707,125,8.5355,12.9285,6.205,0,0,3.5,162.9113924,161,221,138,162.9113924,161,221,138,0.5,NA,NA,2,2.398734177,88.195,0,81.155,0,5.5,367.4285,88.195,81.155
461,555,0,0,499.5,108.849,2.7145,1.468,115.7145,63.189,2.7145,1.468,0,0,0,333.42625,318,757.5,274.5,321.40075,317.5,437,274.5,2,NA,NA,2.5,3.125,120.5,0,114.5,0,7,409.8575,120.5,114.5
462,425,0,0,434.286,51.444,4.571,1.124,48.5715,12.689,6.6425,1.1925,525,112.25,0,334.4329,322.75,633,276.5,330.7469,322.5,446.5,276.5,1,133,133,1,1.219512,120.82,0,106.875,0,7,434.286,120.82,106.875
463,420,0.7855,1.23,429.2855,45.2065,4.7855,1.999,20,0,7.7855,2.085,138.9285,39.12,0,366.7471965,359.5,604.5,272,359.7688537,356.5,463,272,3,58,166,1,1.184468741,190,0,182,0,2,429.2855,190,182
464,503,0.5715,0.6455,470.7855,39.653,6.214,1.678,41.4285,28.1565,5.643,1.401,42.857,101.1855,0,374.2225,362,668,291.5,367.175,310.5,491.5,291.5,2.5,85.415,222.5,1,1.25,123.5,0,106.5,0,5,468.6425,123.5,106.5
465,375,1.0715,0.866,448.9285,63.6995,6.7145,1.031,16.4285,33.0165,6.5715,1.091,19.857,27.922,0,427.41975,409.75,728.5,296.5,395.0377,391.75,496,296.5,9.67,45,1135,2,2.708,128.5,0.5,119,0,7,448.214,131,119
466,375,0.5715,0.743,431.071,94.218,5.929,2.2885,21.429,14.639,6.643,1.8615,300,69.864,1.5,338.12375,333.25,454.5,284.5,338.12375,333.25,454.5,284.5,0,NA,NA,1,1.214306893,168.185,0.5,143.17,0,4,431.071,170.685,143.17
467,500,3.4285,0.7385,535,57.603,4.714,1.572,58.2145,35.9065,5.5,1.565,12.8575,34.0165,0.5,404.77155,390,811,309,384.79475,384.75,472,309,8,88.033335,738,0,0,117,0,132.5,0,5.5,506.9285,117,132.5
468,540,0,0,463.357,78.947,5.786,1.492,86.786,20.1555,6.5,1.439,0,0,0,429.009,425.5,537,314.5,414.44195,413.25,498,314.5,11.5,17.165385,203.5,1,1.219684,132.71,0,129.935,0,5.5,475.714,132.71,129.935
469,475.5,0.286,0.488,452.286,74.174,5.7855,2.031,71.357,59.836,2.286,0.981,9.857,26.08,0,389.02,358.5,807,308,367.14,353.75,493,308,6.5,134,838.5,3.5,4.5,136.315,0,123.855,0,3,444.9285,136.315,123.855
470,502.5,1.9285,1.689,481.7145,90.327,6.286,0.938,76.0715,27.2825,7.5715,0.824,93.5715,60.3525,0,374.4825564,356,770,292.5,358.5887859,353,474,292.5,5.5,126.0625,521,1,1.24266749,146.5,0,154,0,5,468.8575,146.5,154
471,360,3.214,2.027,440.0845,107.7925,4.357,1.9645,61.071,80.7245,8.5,1.142,200,159.2165,1,325.6714286,319.25,528,282,324.1304173,319.25,421.5,282,0.5,NA,NA,0,0,134.665,0,119.91,0,4,430.0755,134.665,119.91
472,497.5,2.4285,1.134,456.7855,73.887,7.2145,1.6115,153.5715,72.2695,6.5715,1.917,45,56.125,3.5,359.5885,358.75,460,302,359.5885,358.75,460,302,0,NA,NA,1,1.2345,125.555,0.5,118.325,0,5.5,450.357,128.055,118.325
473,472.5,1.743,0.7965,491.785,51.746,6.7715,1.5815,53.213,17.1145,4.9335,1.9865,65.6355,48.636,6.5,403.44665,360,1357.5,269,352.49255,342,486.5,269,14,132.5,1855,1,1.2995765,141,0,133,0,5,500.3565,141,133
474,405,0.5,0.756,476.786,66.6265,5.786,1.579,47.1425,31.391,6.643,1.441,322.9285,99.09,3,330.16145,319.25,485,268.5,327.55595,318.5,420,268.5,1,NA,NA,0.5,0.595238,130.5,0,120,0,4,446.7855,130.5,120
475,465,0.357,0.756,440.714,68.6615,6.143,0.8835,35.357,12.675,6.5,1.3445,55.286,22.2315,1,350.65,329.5,569.5,274,341.8950419,327.75,498,274,3.5,33.833335,170.5,0,0,137.305,1,117.965,0,6.5,440.714,142.305,117.965
476,303,0,0,368.791,77.1215,7.5715,0.861,64.286,43.916,5.9645,0.8815,57,53.452,0,333.5889,310.25,938,265.5,320.4875,309.5,482,265.5,-47.793,113.2,564,2.5,2.75,115,0,102,0,10,370.791,115,102
477,573,0.0715,0.189,550,80.132,3.4145,0.9395,10.7145,14.268,5.643,1.4565,0,0,0.5,395.7345,373,777,289,369.443,367.5,469,291.5,8.5,90.5,1120.5,3,3.76,124,0,107,0,2,574.2855,124,107
478,542.5,0.571,0.661,512.857,73.51,6.643,1.685,73.357,12.2185,4.714,1.7455,298.214,71.1405,2.5,351.451,332.25,991.5,274,336.344,330.5,455.5,274,2.5,352.583,790.4995,1.5,1.8605,155,0,129.5,0,6,494.2855,155,129.5
479,405,3.2145,3.092,454.2855,53.047,5.7855,1.3835,58.9285,42.137,7.357,1.622,69.8215,64.9425,0.5,331.00245,319.25,566.5,248,326.91875,318.5,484,248,1.5,65.5,73.5,1.5,1.836796,146,0,148.5,0,4.5,453.7855,146,148.5
480,295,0,0,397.143,93.416,84.286,9.8545,25.2145,14.046,45.0285,27.0265,72.8575,90.8875,0,399.495,387.5,685,307,389.225,382.5,494,307,4,NA,NA,0,0,115.5,0,114,0,6.5,397.143,115.5,114
481,480,0.643,1.0235,503.5715,74.914,6.2855,1.7675,50.7145,48.1075,5.857,1.6935,47.143,52.4725,0,408.4,396,700.5,313,394.931685,392.5,495,313,6,71.342855,458,0.5,0.625,119.5,0,115,0,7.5,482.143,119.5,115
482,390,0,0,405,142.9345,7.2145,3.049,0,0,7.9285,1.535,0,0,0,317.8756173,313,423,276,317.8756173,313,423,276,0,NA,NA,2.5,3.125,155,2,141,0,4,396.43,165,141
483,403.5,0.5,0.5775,445.0715,42.3145,7.1075,0.602,28.5715,2.8345,7.357,0.639,0,0,0,382.70317,365.5,637.5,212.5,361.6892595,358.75,491.5,212.5,9,61.22307693,573.5,0.5,0.602409639,124,0,116,0,5.5,445.0715,124,116
484,360,0.9285,0.723,366.0715,64.633,2.4285,1.112,36.4285,12.8425,10,0,127.9285,40.81,0,346.79285,337,539,172.5,344.32255,336.5,474.5,172.5,1,39,39,0.5,0.625,49.66,0,51.165,1.5,1,323.5685,49.66,58.665
485,480,0.0715,0.189,457.5,116.608,4.857,1.6665,65.3575,65.049,6.2855,1.7675,15,39.6865,0,383.3176471,356,898.5,270.5,356.2644757,351.5,478,270.5,9,116.0714286,1125,3,3.529411765,148,0,140.5,0,6,457.5,148,140.5
486,450,0.357,0.627,456.4285,82.7505,6.357,1.183,36.4285,12.989,7.9285,0.4775,244.2855,82.364,0,368.8355,321.75,1466.5,265.5,328.662,320,465.5,265.5,5,476.5,2382.5,3,3.73,67.51,0,63.795,0,5,452.143,67.51,63.795
487,392.5,0.643,0.8435,470.7145,107.1855,6.071,62.094,37.1425,22.4895,8.78615,1.2435,419.2165,4.33,7,827.6723,585.25,3330.5,332,403.08365,403.75,481,332,33,531.063615,27508.5,10.5,14.8597125,126.5,1.5,114,0.5,4.5,470.715,134,116.5
488,485,0,0,0,0,5.857,1.802,12.857,5.6695,10.7145,11.6575,0,0,0,351.8974359,341,577,16,341.5,340,494,16,4,44.25,177,1,1.282051282,114,1.5,112,0.5,5.5,505.7145,121.5,114.5
489,407.5,2.0715,1.572,411,37.6615,5.0715,1.6035,19.2855,20.4995,7.0715,1.0965,114.2855,102.247,0,349.5536,340.25,607.5,295.5,346.2533,340,473.5,295.5,1.707107,107.5,107.5,0,0,130.5,0,117.5,0,5,410.7855,130.5,117.5
490,570,0.9285,0.5115,582.857,20.6695,6.143,0.9155,47.143,16.0355,5.8095,1.1585,200,0,7,429.1541,385.5,1767.5,302,383.0168,379.5,487.5,302,8,353,2824,2,2.4542615,146.5,0,150.5,0,6.5,582.857,146.5,150.5
491,480,1,1.155,480,34.641,4.857,1.215,51.429,26.882,4.571,1.512,371.429,75.593,7,380.2215,350,1076,268.5,350.0265,344.5,473.5,268.5,8,190.583,1147,1.5,1.898715,174.5,0,169,0,4.5,480,174.5,169
492,403.5,1.1425,0.6375,426.143,54.737,5.714,2.007,102.857,28.8015,5.357,1.397,0,0,0,398.53235,319.5,4381.5,282,327.27075,319,475,282,3,1059.4,5259,1,1.22704,151,0,121.5,0,4,426.143,151,121.5
493,436.5,3.0715,1.2245,446.5,43.2865,6,1.471,19.643,5.3455,5.857,1.1705,46.286,42.8525,0,383.249,375.25,630,319,378.4505,375,475.5,319,2,79,NA,0.5,0.595,94.22,0,92.41,0,4.5,441.5,94.22,92.41
494,570,0.9285,0.433,608.5715,46.282,7.336,0.8005,40.714,15.3375,5,0,157.143,86.5915,0,514.39,451.5,1505,311,410.545,413,498.5,311,25.5,232.12285,6278.5,1,1.16279,91.665,0,81.75,0,7,608.5715,91.665,81.75
495,472.5,0.5715,0.811,471.7855,94.6695,4.0715,0.858,23.5715,12.8715,7.5,0.9605,182.143,40.089,7,368.6285,348.25,681,284.5,356.6534,345.75,488,284.5,4.5,84.375,372.5,0,0,120.835,0,107.65,0,4.5,471.49985,120.835,107.65
496,210,0.0715,0.189,208.5715,48.8055,6.143,1.5315,220.357,20.783,4.7855,1.2245,0,0,0.5,347.8,337.25,599.5,276.5,331.56,336,452,276.5,2,NA,NA,0.5,0.617,102.595,0,94.095,0,5.5,208.5715,102.595,94.095
497,425,1.143,0.5325,265.406,54.54,6.214,1.647,35.3575,11.5705,5.643,1.086,0,0,0,439.325,417.5,1238.5,285.5,393.575,395.25,492,285.5,15,157.2142855,2095.5,1.5,1.86728395,151,0,162,0,5.5,480,151,162
498,385,0,0,492.143,70.126,7.2855,1.359,43.214,24.757,3.143,2.443,0,0,0,407.715,389,849.5,616.5,345.526,383.5,481.5,310,7,NA,658,2,2.5,142.015,0.5,120.965,0,7.5,492.143,144.515,120.965
499,315,1,0.9345,497.143,93.023,4.5,1.769,25.7145,30.674,6.857,1.614,22.143,25.119,4.5,326.52335,313.75,616.5,233.5,320.0102,312,485.5,233.5,2,82.83335,179.5,0,0,161,0,150,0,3.5,452.143,161,150
500,405,0.5,0.639,483.5715,59.4885,5.8575,1.725,18.571,4.0015,5.0715,1.7585,3.7145,9.827,0,382.8908,364,703.5,300,368.57985,361,494,300,6,62.8125,461.5,0,0,130.57,0,135.385,0,4.5,470,130.57,135.385
501,330,1.786,1.38,451.0715,97.8375,5.143,1.4475,40.7145,9.574,6.5,1.844,189.857,77.8085,0.5,325.7348,317,493,277,322.83515,316.75,436.5,277,1,NA,NA,1,1.25,125,0,117,0,5,431.0715,125,117
